dataset_id,pair_id,deployment_config_name,block_size_bytes,seed,metric,best_policy,best_value
smartota-container-layers,container_yolo_perception_update,realistic,16384,1,runtime_s,copy_only,0.00038
smartota-container-layers,container_yolo_perception_update,realistic,65536,1,transfer_size_bytes,blockwise_bsdiff,23953.0
smartota-container-layers,container_yolo_perception_update,realistic,65536,1,peak_storage_bytes,blockwise_bsdiff,44433.0
smartota-container-layers,container_yolo_perception_update,realistic,65536,1,peak_ram_bytes,full_replacement,20480.0
smartota-container-layers,container_yolo_perception_update,realistic,65536,1,install_time_s,full_replacement,0.001024
smartota-container-layers,container_yolo_perception_update,realistic,65536,1,flash_write_bytes,full_replacement,20480.0
smartota-container-layers,container_yolo_perception_update,realistic,65536,1,runtime_s,full_replacement,0.00037
smartota-container-layers,container_yolo_perception_update,severe_edge_device,4096,1,transfer_size_bytes,whole_file_bsdiff,24079.0
smartota-container-layers,container_yolo_perception_update,severe_edge_device,4096,1,peak_storage_bytes,copy_only,30231.0
smartota-container-layers,container_yolo_perception_update,severe_edge_device,4096,1,peak_ram_bytes,copy_only,4096.0
smartota-container-layers,container_yolo_perception_update,severe_edge_device,4096,1,install_time_s,copy_only,0.016384
smartota-container-layers,container_yolo_perception_update,severe_edge_device,4096,1,flash_write_bytes,blockwise_bsdiff,16384.0
smartota-container-layers,container_yolo_perception_update,severe_edge_device,4096,1,runtime_s,full_replacement,0.000406
smartota-container-layers,container_yolo_perception_update,severe_edge_device,16384,1,transfer_size_bytes,whole_file_bsdiff,24079.0
smartota-container-layers,container_yolo_perception_update,severe_edge_device,16384,1,peak_storage_bytes,blockwise_bsdiff,44433.0
smartota-container-layers,container_yolo_perception_update,severe_edge_device,16384,1,peak_ram_bytes,copy_only,16384.0
smartota-container-layers,container_yolo_perception_update,severe_edge_device,16384,1,install_time_s,copy_only,0.016384
smartota-container-layers,container_yolo_perception_update,severe_edge_device,16384,1,flash_write_bytes,blockwise_bsdiff,16384.0
smartota-container-layers,container_yolo_perception_update,severe_edge_device,16384,1,runtime_s,copy_only,0.000377
smartota-container-layers,container_yolo_perception_update,severe_edge_device,65536,1,transfer_size_bytes,blockwise_bsdiff,23953.0
smartota-container-layers,container_yolo_perception_update,severe_edge_device,65536,1,peak_storage_bytes,blockwise_bsdiff,44433.0
smartota-container-layers,container_yolo_perception_update,severe_edge_device,65536,1,peak_ram_bytes,full_replacement,20480.0
smartota-container-layers,container_yolo_perception_update,severe_edge_device,65536,1,install_time_s,full_replacement,0.02048
smartota-container-layers,container_yolo_perception_update,severe_edge_device,65536,1,flash_write_bytes,full_replacement,20480.0
smartota-container-layers,container_yolo_perception_update,severe_edge_device,65536,1,runtime_s,full_replacement,0.000371
smartota-container-layers,container_yolo_perception_update,unconstrained_default,4096,1,transfer_size_bytes,whole_file_bsdiff,24079.0
smartota-container-layers,container_yolo_perception_update,unconstrained_default,4096,1,peak_storage_bytes,copy_only,30231.0
smartota-container-layers,container_yolo_perception_update,unconstrained_default,4096,1,peak_ram_bytes,copy_only,4096.0
smartota-container-layers,container_yolo_perception_update,unconstrained_default,4096,1,install_time_s,copy_only,0.000164
smartota-container-layers,container_yolo_perception_update,unconstrained_default,4096,1,flash_write_bytes,blockwise_bsdiff,16384.0
smartota-container-layers,container_yolo_perception_update,unconstrained_default,4096,1,runtime_s,full_replacement,0.000358
smartota-container-layers,container_yolo_perception_update,unconstrained_default,16384,1,transfer_size_bytes,whole_file_bsdiff,24079.0
smartota-container-layers,container_yolo_perception_update,unconstrained_default,16384,1,peak_storage_bytes,blockwise_bsdiff,44433.0
smartota-container-layers,container_yolo_perception_update,unconstrained_default,16384,1,peak_ram_bytes,copy_only,16384.0
smartota-container-layers,container_yolo_perception_update,unconstrained_default,16384,1,install_time_s,copy_only,0.000164
smartota-container-layers,container_yolo_perception_update,unconstrained_default,16384,1,flash_write_bytes,blockwise_bsdiff,16384.0
smartota-container-layers,container_yolo_perception_update,unconstrained_default,16384,1,runtime_s,copy_only,0.000331
smartota-container-layers,container_yolo_perception_update,unconstrained_default,65536,1,transfer_size_bytes,blockwise_bsdiff,23953.0
smartota-container-layers,container_yolo_perception_update,unconstrained_default,65536,1,peak_storage_bytes,blockwise_bsdiff,44433.0
smartota-container-layers,container_yolo_perception_update,unconstrained_default,65536,1,peak_ram_bytes,full_replacement,20480.0
smartota-container-layers,container_yolo_perception_update,unconstrained_default,65536,1,install_time_s,full_replacement,0.000205
smartota-container-layers,container_yolo_perception_update,unconstrained_default,65536,1,flash_write_bytes,full_replacement,20480.0
smartota-container-layers,container_yolo_perception_update,unconstrained_default,65536,1,runtime_s,copy_only,0.000354
